# Data from Rio Frio Campaign, Portugal 2002,,,
# Turbulence measurements over a cork oak plantation,,,,
# Level T9 / DOY 193 2003, 13:00 - 14:00 Local Time,,,
"# ""Time(s)""",U_Wind(ms-1),V_Wind(ms-1),W_wind(ms-1),Temperature(degC)
906,1.85,-1.49,0.86,28.75
906.05,1.89,-1.68,0.87,28.69
906.1,1.7,-1.69,1.22,28.6
906.15,1.82,-1.58,1.06,28.66
906.2,1.61,-1.61,0.96,28.73
906.25,1.51,-1.53,1.14,28.7
906.3,1.31,-1.44,1.17,28.68
906.35,1.28,-1.34,1.14,28.69
906.4,1.14,-1.1,1.28,28.69
906.45,1.16,-0.92,1.39,28.64
906.5,1.15,-0.87,1.42,28.67
906.55,1.17,-0.83,1.41,28.67
906.6,1.18,-0.69,1.33,28.67
906.65,1.14,-0.78,1.36,28.66
906.7,1.24,-0.92,1.2,28.7
906.75,1.24,-0.89,1.01,28.7
906.8,1.06,-0.85,1.04,28.71
906.85,1.02,-0.58,1.12,28.71
906.9,1.1,-0.59,1.14,28.72
906.95,1.13,-0.59,1.17,28.71
907,1.03,-0.69,1.25,28.7
907.05,0.93,-0.87,1.08,28.69
907.1,0.88,-0.99,0.94,28.69
907.15,0.83,-1.18,0.92,28.7
907.2,0.82,-1.34,0.78,28.71
907.25,0.77,-1.61,0.8,28.81
907.3,0.87,-1.74,0.5,29.13
907.35,0.83,-1.81,0.31,29.35
907.4,0.87,-1.74,0.27,29.38
907.45,0.95,-1.59,0.17,29.26
907.5,0.91,-1.42,-0.02,29.07
907.55,0.87,-1.1,-0.13,29.02
907.6,0.55,-0.71,0.85,29
907.65,0.74,-0.98,1.07,28.89
907.7,1.25,-0.66,0.87,28.75
907.75,1.06,-0.85,0.86,28.7
907.8,0.68,-1.77,1.02,28.99
907.85,1.01,-1.81,0.7,29.17
907.9,0.94,-1.86,0.57,29.1
907.95,0.84,-1.88,0.28,28.89
908,0.89,-1.77,0.27,28.8
908.05,1.1,-1.76,0.39,28.75
908.1,1.06,-1.78,0.26,28.51
908.15,1.36,-1.68,0.33,28.56
908.2,1.47,-1.87,0.49,28.68
908.25,1.61,-2.12,0.37,28.71
908.3,1.69,-2.11,0.26,28.58
908.35,1.56,-2.05,0.31,28.73
908.4,1.51,-1.86,0.16,28.61
908.45,1.49,-1.75,0.27,28.82
908.5,1.46,-1.71,0.39,28.88
908.55,1.44,-1.74,0.48,28.98
908.6,1.38,-1.74,0.43,28.96
908.65,1.56,-1.59,0.4,28.87
908.7,1.68,-1.89,0.59,29.06
908.75,1.66,-2,0.52,29.06
908.8,1.54,-1.9,0.68,29.05
908.85,1.68,-1.98,0.62,29.04
908.9,1.81,-1.93,0.66,29.06
908.95,1.65,-1.83,0.61,29.03
909,1.52,-1.75,0.56,28.99
909.05,1.44,-1.69,0.75,28.98
909.1,1.5,-1.72,1.03,28.98
909.15,1.48,-1.68,0.98,28.99
909.2,1.53,-1.73,0.81,29
909.25,1.6,-1.72,0.9,29.04
909.3,1.44,-1.68,0.9,29.08
909.35,1.38,-1.59,0.77,29.13
909.4,1.33,-1.77,0.75,29.13
909.45,1.25,-1.76,0.83,29.09
909.5,1.1,-1.83,0.9,29.13
909.55,0.96,-2.02,0.82,29.46
909.6,0.83,-2.11,0.8,30.09
909.65,0.82,-2.16,0.74,30
909.7,0.96,-2.24,0.68,29.95
909.75,0.98,-2.25,0.66,29.97
909.8,1.02,-2.22,0.73,29.93
909.85,1.07,-2.28,0.78,29.85
909.9,1.03,-2.38,0.8,29.64
909.95,0.97,-2.24,0.78,29.48
910,1.05,-2.29,0.67,29.54
910.05,0.99,-2.22,0.5,29.35
910.1,1.04,-2.3,0.54,29.32
910.15,1.13,-2.4,0.54,29.28
910.2,1.27,-2.31,0.56,29.3
910.25,1.21,-2.32,0.59,29.2
910.3,1.23,-2.38,0.59,29.23
910.35,1.25,-2.32,0.61,29.27
910.4,1.18,-2.13,0.7,29.41
910.45,1.17,-2.07,0.67,29.32
910.5,1.13,-2.33,0.66,29.32
910.55,1.1,-2.34,0.59,29.29
910.6,1.21,-2.28,0.46,29.14
910.65,1.23,-2.2,0.59,29.07
910.7,1.07,-2.24,0.63,29.06
910.75,1.04,-2.16,0.64,29.06
910.8,1,-2.17,0.72,29.09
910.85,0.91,-2.13,0.63,29.14
910.9,0.88,-2.12,0.67,29.11
910.95,1,-2.15,0.69,29.03
911,1.05,-2.05,0.71,29.01
911.05,1.02,-2.12,0.73,29.02
911.1,1.03,-2.14,0.7,29.07
911.15,0.9,-2.16,0.52,29.07
911.2,0.77,-2.1,0.28,29.01
911.25,0.89,-2.05,0.42,29.03
911.3,0.85,-2.14,0.39,29.01
911.35,0.91,-2.12,0.34,28.92
911.4,0.92,-2.11,0.33,28.85
911.45,0.91,-2.12,0.41,28.85
911.5,0.91,-2.08,0.42,28.84
911.55,0.92,-2.03,0.38,28.83
911.6,0.95,-2.1,0.39,28.84
911.65,0.94,-2.11,0.46,28.94
911.7,0.9,-2.09,0.55,29.09
911.75,0.82,-2.09,0.55,29.17
911.8,0.83,-2.06,0.5,29.17
911.85,0.86,-2.02,0.49,29.21
911.9,1.01,-2,0.39,29.18
911.95,1.16,-2.05,0.43,29.19
912,1.17,-2.13,0.39,29.21
912.05,1.14,-2.11,0.46,29.21
912.1,1.39,-1.89,0.58,29.23
912.15,1.42,-1.79,0.57,29.24
912.2,1.28,-1.79,0.39,29.23
912.25,1.32,-1.75,0.51,29.18
912.3,1.36,-1.91,0.55,29.22
912.35,1.43,-1.67,0.52,29.27
912.4,1.47,-1.4,0.69,29.3
912.45,1.42,-1.38,0.63,29.32
912.5,1.36,-1.61,0.68,29.33
912.55,1.48,-1.7,0.67,29.38
912.6,1.43,-1.8,0.74,29.41
912.65,1.46,-1.8,0.79,29.42
912.7,1.44,-1.65,0.79,29.4
912.75,1.41,-1.74,0.77,29.41
912.8,1.39,-1.65,0.74,29.39
912.85,1.51,-1.68,0.7,29.3
912.9,1.66,-1.67,0.85,29.19
912.95,1.7,-1.66,0.78,29.19
913,1.78,-1.68,0.7,29.18
913.05,1.8,-1.66,0.7,29.11
913.1,1.81,-1.67,0.6,29.15
913.15,1.67,-1.68,0.48,29.21
913.2,1.64,-1.73,0.56,29.21
913.25,1.7,-1.82,0.56,29.2
913.3,1.79,-1.83,0.42,29.2
913.35,1.85,-1.78,0.47,29.17
913.4,1.94,-1.61,0.7,29.14
913.45,2.02,-1.54,0.71,29.2
913.5,2.09,-1.81,0.52,29.23
913.55,1.95,-1.81,0.5,29.25
913.6,1.8,-1.7,0.54,29.24
913.65,1.91,-1.52,0.59,29.25
913.7,2.07,-1.54,0.59,29.23
913.75,2.18,-1.58,0.67,29.1
913.8,2.16,-1.56,0.68,29.1
913.85,2.16,-1.43,0.53,29.07
913.9,2.26,-1.43,0.49,29.01
913.95,2.37,-1.52,0.64,29.08
914,2.33,-1.67,0.8,29.17
914.05,2.02,-1.58,0.8,29.17
914.1,2.04,-1.69,0.72,29.2
914.15,2.24,-1.63,0.62,29.04
914.2,2.25,-1.59,0.64,28.99
914.25,2.26,-1.58,0.64,28.99
914.3,2.26,-1.58,0.64,29.06
914.35,2.28,-1.57,0.59,29.09
914.4,2.2,-1.59,0.65,29.1
914.45,2.11,-1.58,0.73,29.12
914.5,2.07,-1.48,0.68,29.17
914.55,2.05,-1.36,0.64,29.13
914.6,2.13,-1.34,0.61,29.06
914.65,2.34,-1.34,0.54,29.06
914.7,2.32,-1.38,0.48,29.1
914.75,2.38,-1.36,0.4,29.09
914.8,2.2,-1.36,0.58,29.13
914.85,1.97,-1.25,0.69,29.16
914.9,1.96,-1.32,0.73,29.1
914.95,2.07,-1.11,0.81,29.05
915,2.11,-0.92,0.78,29
915.05,1.98,-0.93,0.75,29
915.1,1.89,-1,0.67,29
915.15,1.9,-1.18,0.55,29
915.2,1.98,-1.14,0.51,29.06
915.25,2.01,-1.31,0.59,29.22
915.3,2.15,-1.45,0.5,29.33
915.35,2.27,-1.49,-0.01,29.36
915.4,2.3,-1.56,0,29.46
915.45,2.32,-1.73,0.1,29.48
915.5,2.38,-1.87,0.25,29.71
915.55,2.53,-1.9,0.18,29.93
915.6,2.46,-1.95,0.24,29.94
915.65,2.5,-1.81,0.24,29.96
915.7,2.5,-1.77,0.2,29.98
915.75,2.51,-1.64,0,29.97
915.8,2.36,-1.63,0.1,29.99
915.85,2.39,-1.59,0.07,29.99
915.9,2.55,-1.5,-0.04,29.99
915.95,2.64,-1.46,-0.05,30
916,2.7,-1.49,0.03,30.03
916.05,2.64,-1.49,0.08,30.04
916.1,2.62,-1.38,-0.02,29.99
916.15,2.6,-1.29,-0.02,29.91
916.2,2.52,-1.29,-0.1,29.66
916.25,2.44,-1.55,0.04,29.65
916.3,2.38,-1.65,-0.15,29.73
916.35,2.38,-1.74,-0.34,29.83
916.4,2.38,-1.83,-0.16,29.82
916.45,2.44,-1.78,-0.06,29.92
916.5,2.44,-1.72,0,30.03
916.55,2.38,-1.65,-0.12,29.92
916.6,2.36,-1.69,-0.35,29.36
916.65,2.63,-1.61,-0.58,28.79
916.7,2.67,-1.71,-0.58,28.7
916.75,2.95,-1.91,-0.25,29.06
916.8,3.21,-1.76,-0.34,28.59
916.85,3.16,-1.87,-0.56,27.79
916.9,3.07,-1.87,-0.57,27.79
916.95,3.1,-1.77,-0.59,28.05
917,3,-1.63,-0.55,28.24
917.05,2.7,-1.9,-0.47,28.25
917.1,2.8,-2.07,-0.63,28.35
917.15,3.04,-1.93,-0.51,28.35
917.2,2.9,-2.22,-0.37,28.33
917.25,2.91,-2.37,-0.23,28.27
917.3,2.96,-2.19,-0.11,28.63
917.35,2.98,-2.38,-0.16,28.34
917.4,2.95,-2.54,-0.27,27.96
917.45,2.99,-2.46,-0.54,27.84
917.5,2.98,-2.47,-0.77,27.65
917.55,2.92,-2.45,-0.76,27.67
917.6,2.93,-2.59,-0.6,27.67
917.65,2.92,-2.55,-0.55,27.67
917.7,2.9,-2.55,-0.64,27.77
917.75,3.3,-2.36,-0.35,28.97
917.8,2.95,-2.24,0.08,29.38
917.85,2.49,-2.25,0.01,29.44
917.9,2.52,-2.42,-0.15,28.83
917.95,2.56,-2.55,-0.36,27.8
918,2.47,-2.44,-0.48,27.64
918.05,2.52,-2.17,-0.53,27.65
918.1,2.63,-2.07,-0.6,27.66
918.15,2.56,-2.02,-0.62,27.73
918.2,2.3,-1.98,-0.62,27.73
918.25,2.22,-1.94,-0.62,27.74
918.3,2.41,-1.78,-0.22,27.74
918.35,2.64,-1.68,-0.11,27.73
918.4,2.91,-1.68,-0.24,27.73
918.45,3.06,-1.81,-0.48,27.72
918.5,3.26,-1.99,-0.59,27.7
918.55,3.22,-1.88,-0.51,27.71
918.6,3.22,-1.99,-0.38,27.69
918.65,3.32,-2.09,-0.19,27.69
918.7,3.36,-2.09,-0.35,27.68
918.75,3.35,-2.08,-0.3,27.67
918.8,3.42,-2.1,-0.27,27.65
918.85,3.43,-1.98,-0.23,27.67
918.9,3.45,-2.02,-0.22,27.65
918.95,3.39,-2.06,-0.23,27.64
919,3.3,-2.12,-0.15,27.64
919.05,3.26,-2.04,-0.2,27.63
919.1,3.23,-2.08,-0.25,27.64
919.15,3.24,-2,-0.24,27.64
919.2,3.31,-1.97,-0.29,27.66
919.25,3.29,-2.1,-0.44,27.69
919.3,3.35,-1.98,-0.52,27.72
919.35,3.4,-1.91,-0.43,27.7
919.4,3.32,-2,-0.4,27.7
919.45,3.31,-1.94,-0.46,27.72
919.5,3.3,-1.96,-0.45,27.75
919.55,3.3,-1.99,-0.45,27.79
919.6,3.25,-1.97,-0.3,27.79
919.65,3.25,-1.81,-0.02,27.78
919.7,3.3,-1.76,-0.11,27.78
919.75,3.44,-1.56,-0.29,27.79
919.8,3.44,-1.54,-0.31,27.74
919.85,3.51,-1.59,-0.35,27.73
919.9,3.76,-1.76,-0.34,27.77
919.95,3.78,-1.76,-0.29,27.79
920,3.84,-1.65,-0.14,27.78
920.05,3.9,-1.67,0.03,27.76
920.1,3.91,-1.76,0.12,27.76
920.15,3.85,-1.88,0.2,27.76
920.2,3.8,-1.83,0.23,27.75
920.25,3.69,-1.63,0.1,27.75
920.3,3.69,-1.74,-0.08,27.75
920.35,3.82,-1.81,-0.13,27.77
920.4,3.8,-1.86,-0.11,27.75
920.45,3.87,-1.91,-0.13,27.77
920.5,3.85,-1.96,-0.16,27.79
920.55,3.81,-1.97,-0.15,27.79
920.6,3.76,-1.95,-0.24,27.78
920.65,3.73,-1.94,-0.22,27.79
920.7,3.68,-1.96,-0.23,27.79
920.75,3.69,-1.88,-0.23,27.8
920.8,3.67,-1.91,-0.25,27.79
920.85,3.65,-1.9,-0.27,27.8
920.9,3.57,-1.92,-0.24,27.79
920.95,3.56,-1.91,-0.29,27.79
921,3.57,-1.95,-0.34,27.8
921.05,3.53,-1.95,-0.31,27.8
921.1,3.56,-1.86,-0.34,27.82
921.15,3.54,-1.9,-0.33,27.82
921.2,3.55,-1.94,-0.35,27.81
921.25,3.52,-1.95,-0.35,27.81
921.3,3.52,-1.91,-0.36,27.81
921.35,3.48,-1.91,-0.4,27.82
921.4,3.48,-1.95,-0.47,27.81
921.45,3.53,-1.9,-0.47,27.82
921.5,3.5,-1.92,-0.47,27.82
921.55,3.52,-1.98,-0.48,27.81
921.6,3.57,-2.03,-0.39,27.81
921.65,3.6,-1.98,-0.44,27.81
921.7,3.58,-1.96,-0.41,27.79
921.75,3.55,-1.94,-0.43,27.79
921.8,3.52,-2,-0.47,27.79
921.85,3.49,-2,-0.61,27.8
921.9,3.48,-1.91,-0.6,27.82
921.95,3.45,-1.85,-0.62,27.82
922,3.47,-1.86,-0.63,27.82
922.05,3.42,-1.89,-0.78,27.83
922.1,3.37,-1.9,-0.79,27.83
922.15,3.44,-1.81,-0.75,27.81
922.2,3.47,-1.89,-0.67,27.8
922.25,3.5,-1.85,-0.63,27.8
922.3,3.43,-1.89,-0.7,27.8
922.35,3.42,-1.89,-0.7,27.79
922.4,3.43,-2.01,-0.71,27.81
922.45,3.34,-2.07,-0.7,27.81
922.5,3.34,-2.13,-0.66,27.81
922.55,3.37,-2.15,-0.53,27.81
922.6,3.36,-2.21,-0.51,27.77
922.65,3.44,-2.2,-0.52,27.74
922.7,3.42,-2.36,-0.51,27.75
922.75,3.35,-2.33,-0.5,27.7
922.8,3.36,-2.26,-0.57,27.72
922.85,3.44,-2.29,-0.55,27.69
922.9,3.58,-2.33,-0.61,27.71
922.95,3.67,-2.44,-0.58,27.69
923,3.51,-2.49,-0.67,27.69
923.05,3.6,-2.44,-0.6,27.7
923.1,3.52,-2.39,-0.63,27.69
923.15,3.64,-2.48,-0.55,27.7
923.2,3.71,-2.5,-0.59,27.68
923.25,3.71,-2.54,-0.63,27.68
923.3,3.76,-2.55,-0.55,27.66
923.35,3.85,-2.56,-0.56,27.66
923.4,3.81,-2.56,-0.49,27.66
923.45,3.81,-2.65,-0.48,27.69
923.5,3.81,-2.76,-0.55,27.72
923.55,3.73,-2.76,-0.56,27.72
923.6,3.73,-2.66,-0.48,27.73
923.65,3.66,-2.68,-0.49,27.74
923.7,3.57,-2.74,-0.51,27.71
923.75,3.6,-2.63,-0.42,27.71
923.8,3.6,-2.58,-0.42,27.69
923.85,3.6,-2.58,-0.43,27.66
923.9,3.64,-2.59,-0.4,27.66
923.95,3.7,-2.57,-0.42,27.66
924,3.75,-2.54,-0.37,27.64
924.05,3.73,-2.55,-0.36,27.65
924.1,3.73,-2.6,-0.34,27.66
924.15,3.68,-2.6,-0.34,27.69
924.2,3.72,-2.69,-0.29,27.69
924.25,3.74,-2.64,-0.26,27.69
924.3,3.67,-2.6,-0.23,27.69
924.35,3.62,-2.67,-0.28,27.73
924.4,3.65,-2.66,-0.3,27.7
924.45,3.64,-2.63,-0.25,27.7
924.5,3.61,-2.62,-0.3,27.74
924.55,3.62,-2.61,-0.31,27.75
924.6,3.72,-2.6,-0.2,27.77
924.65,3.64,-2.67,-0.31,27.78
924.7,3.61,-2.73,-0.38,27.77
924.75,3.61,-2.76,-0.42,27.75
924.8,3.64,-2.67,-0.33,27.77
924.85,3.58,-2.69,-0.37,27.76
924.9,3.57,-2.7,-0.34,27.76
924.95,3.63,-2.63,-0.36,27.76
925,3.66,-2.7,-0.42,27.76
925.05,3.68,-2.82,-0.38,27.75
925.1,3.74,-2.81,-0.24,27.77
925.15,3.71,-2.78,-0.22,27.79
925.2,3.78,-2.72,-0.2,27.76
925.25,3.75,-2.78,-0.21,27.75
925.3,3.77,-2.82,-0.25,27.73
925.35,3.83,-2.87,-0.33,27.71
925.4,3.94,-2.84,-0.42,27.73
925.45,3.89,-2.87,-0.37,27.72
925.5,3.89,-2.79,-0.28,27.73
925.55,3.91,-2.81,-0.26,27.71
925.6,3.9,-2.76,-0.28,27.71
925.65,3.93,-2.73,-0.27,27.69
925.7,3.95,-2.72,-0.22,27.71
925.75,3.91,-2.72,-0.21,27.71
925.8,3.95,-2.65,-0.25,27.69
925.85,3.97,-2.62,-0.27,27.66
925.9,3.95,-2.65,-0.21,27.65
925.95,3.97,-2.6,-0.17,27.65
926,4,-2.58,-0.17,27.66
926.05,4.05,-2.61,-0.08,27.65
926.1,4.14,-2.49,-0.02,27.66
926.15,4.13,-2.46,0.1,27.67
926.2,4.1,-2.48,-0.01,27.67
926.25,4.06,-2.52,-0.08,27.65
926.3,4.06,-2.55,-0.09,27.64
926.35,4.06,-2.56,-0.05,27.64
926.4,4.13,-2.52,0.03,27.64
926.45,4.15,-2.51,0.04,27.65
926.5,4.23,-2.47,0.04,27.71
926.55,4.23,-2.47,0.06,27.67
926.6,4.18,-2.45,0.18,27.65
926.65,4.32,-2.39,0.25,27.72
926.7,4.38,-2.34,0.39,27.77
926.75,4.45,-2.21,0.49,27.74
926.8,4.54,-2.1,0.63,27.72
926.85,4.47,-2.17,0.7,27.77
926.9,4.27,-2.22,0.51,27.71
926.95,4.19,-2.26,0.46,27.73
927,4.15,-2.39,0.26,27.71
927.05,4.06,-2.4,0.23,27.73
927.1,4.01,-2.38,0.26,27.72
927.15,3.94,-2.19,0.21,27.71
927.2,4.16,-2.18,0.06,27.71
927.25,4.3,-2.45,0.08,27.71
927.3,4.31,-2.47,0.16,27.71
927.35,4.17,-2.44,0.12,27.71
927.4,4.16,-2.39,0.08,27.73
927.45,4.19,-2.39,0.07,27.71
927.5,4.11,-2.49,0.09,27.71
927.55,3.98,-2.54,0.09,27.72
927.6,3.89,-2.49,0.11,27.74
927.65,3.79,-2.51,0.01,27.73
927.7,3.76,-2.56,-0.1,27.69
927.75,3.71,-2.7,-0.12,27.68
927.8,3.62,-2.83,-0.1,27.66
927.85,3.76,-2.91,-0.1,27.72
927.9,3.81,-2.83,-0.16,27.75
927.95,3.75,-2.69,0.02,27.75
928,4,-2.62,0.2,27.72
928.05,4.13,-2.56,0.22,27.67
928.1,4.32,-2.62,0.24,27.71
928.15,4.6,-2.66,0.31,27.78
928.2,4.75,-2.87,0.48,27.76
928.25,4.68,-2.95,0.49,27.64
928.3,4.57,-2.87,0.4,27.6
928.35,4.47,-2.79,0.47,27.74
928.4,4.45,-2.7,0.32,27.77
928.45,4.35,-2.57,0.18,27.62
928.5,4.56,-2.66,0.24,27.6
928.55,4.8,-2.55,0.1,27.62
928.6,4.85,-2.53,0.07,27.63
928.65,4.97,-2.58,0.06,27.57
928.7,5.11,-2.53,0,27.61
928.75,5.08,-2.55,0.05,27.77
928.8,4.95,-2.51,-0.08,27.64
928.85,5,-2.61,-0.1,27.63
928.9,5.12,-2.64,-0.02,27.6
928.95,5.19,-2.68,0.03,27.61
929,5.23,-2.56,0.19,27.59
929.05,5.18,-2.49,0.33,27.59
929.1,5.11,-2.53,0.26,27.59
929.15,5.11,-2.65,0.23,27.6
929.2,5.1,-2.7,0,27.6
929.25,5.05,-2.7,-0.01,27.62
929.3,5.19,-2.82,-0.3,27.63
929.35,5.1,-2.98,-0.28,27.64
929.4,4.91,-3.1,-0.45,27.65
929.45,4.62,-3.13,-0.32,27.65
929.5,4.42,-3.12,-0.17,27.65
929.55,4.53,-2.78,0.04,27.61
929.6,4.49,-2.66,0.07,27.61
929.65,4.5,-2.64,0,27.61
929.7,4.4,-2.66,-0.05,27.61
929.75,4.28,-2.69,-0.08,27.62
929.8,4.27,-2.61,0,27.61
929.85,4.22,-2.52,0.03,27.59
929.9,4.21,-2.44,0.06,27.58
929.95,4.13,-2.44,0.01,27.58
930,4.13,-2.55,0,27.59
930.05,4.03,-2.4,0.06,27.61
930.1,4.02,-2.4,-0.05,27.61
930.15,4.09,-2.42,-0.12,27.61
930.2,4.08,-2.26,-0.2,27.6
930.25,4.07,-2.34,-0.04,27.59
930.3,4.03,-2.51,-0.04,27.58
930.35,4.01,-2.46,-0.09,27.59
930.4,3.87,-2.61,-0.06,27.59
930.45,3.92,-2.6,-0.2,27.59
930.5,3.93,-2.69,-0.28,27.57
930.55,3.98,-2.7,-0.32,27.58
930.6,3.96,-2.77,-0.38,27.58
930.65,3.91,-2.74,-0.39,27.58
930.7,3.86,-2.69,-0.39,27.58
930.75,3.84,-2.66,-0.37,27.58
930.8,3.85,-2.63,-0.35,27.58
930.85,3.83,-2.63,-0.36,27.57
930.9,3.85,-2.62,-0.41,27.58
930.95,3.86,-2.61,-0.4,27.58
931,3.84,-2.57,-0.34,27.58
931.05,3.81,-2.52,-0.34,27.58
931.1,3.83,-2.47,-0.35,27.59
931.15,3.8,-2.4,-0.27,27.58
931.2,3.81,-2.48,-0.42,27.58
931.25,3.82,-2.47,-0.41,27.58
931.3,3.77,-2.51,-0.46,27.58
931.35,3.74,-2.6,-0.49,27.58
931.4,3.73,-2.59,-0.51,27.58
931.45,3.84,-2.62,-0.51,27.57
931.5,3.79,-2.64,-0.57,27.58
931.55,3.73,-2.69,-0.57,27.58
931.6,3.72,-2.64,-0.54,27.59
931.65,3.67,-2.61,-0.49,27.59
931.7,3.73,-2.53,-0.49,27.6
931.75,3.82,-2.43,-0.67,27.6
931.8,3.8,-2.44,-0.7,27.6
931.85,3.73,-2.54,-0.69,27.6
931.9,3.81,-2.57,-0.7,27.6
931.95,3.87,-2.59,-0.6,27.6
932,3.93,-2.6,-0.67,27.61
932.05,3.87,-2.51,-0.72,27.6
932.1,3.98,-2.48,-0.9,27.6
932.15,4.16,-2.25,-0.83,27.59
932.2,4.1,-2.17,-0.67,27.59
932.25,3.94,-2.32,-0.77,27.6
932.3,3.88,-2.41,-0.88,27.61
932.35,3.85,-2.39,-0.9,27.6
932.4,3.86,-2.38,-0.94,27.6
932.45,3.85,-2.36,-0.92,27.59
932.5,3.83,-2.48,-0.9,27.58
932.55,3.81,-2.48,-0.99,27.58
932.6,3.73,-2.47,-0.97,27.59
932.65,3.68,-2.54,-0.94,27.59
932.7,3.77,-2.58,-0.94,27.6
932.75,3.9,-2.44,-0.95,27.59
932.8,4,-2.45,-0.93,27.59
932.85,4.01,-2.47,-1.1,27.6
932.9,4,-2.65,-1.17,27.58
932.95,3.96,-2.75,-1.25,27.62
933,4.03,-2.75,-1.05,27.6
933.05,4.13,-2.8,-0.76,27.59
933.1,4.28,-2.76,-0.65,27.61
933.15,4.35,-2.38,-0.6,27.61
933.2,4.22,-2.2,-0.5,27.61
933.25,4.13,-2.35,-0.68,27.62
933.3,4.18,-2.41,-0.76,27.61
933.35,4.09,-2.53,-0.82,27.59
933.4,4.1,-2.52,-0.88,27.57
933.45,4.12,-2.54,-0.87,27.58
933.5,4.28,-2.46,-0.99,27.58
933.55,4.29,-2.43,-0.99,27.58
933.6,4.2,-2.39,-0.94,27.57
933.65,4.17,-2.38,-0.86,27.57
933.7,4.08,-2.32,-0.8,27.58
933.75,4.11,-2.48,-0.82,27.56
933.8,4.18,-2.66,-0.78,27.57
933.85,4.21,-2.81,-0.78,27.57
933.9,4.24,-2.72,-0.88,27.57
933.95,4.22,-2.73,-0.88,27.57
934,4.07,-2.86,-0.84,27.58
934.05,3.95,-2.93,-0.87,27.58
934.1,3.93,-2.93,-0.96,27.58
934.15,3.96,-2.91,-0.95,27.58
934.2,3.96,-2.95,-0.96,27.57
934.25,4.07,-2.79,-1.09,27.57
934.3,4.02,-2.77,-1.12,27.56
934.35,4.01,-2.78,-1.17,27.56
934.4,4.07,-2.78,-1.25,27.59
934.45,4.03,-2.68,-1.25,27.57
934.5,4.08,-2.67,-1.22,27.58
934.55,3.95,-2.76,-1.12,27.56
934.6,3.93,-2.81,-1.02,27.56
934.65,4,-2.82,-0.9,27.57
934.7,4,-2.89,-0.91,27.59
934.75,3.99,-2.83,-0.8,27.58
934.8,4.09,-2.8,-0.75,27.59
934.85,4.06,-2.83,-0.78,27.58
934.9,4.08,-2.7,-0.63,27.61
934.95,4.14,-2.39,-0.5,27.68
935,4.04,-2.45,-0.39,27.7
935.05,3.96,-2.45,-0.35,27.71
935.1,3.92,-2.39,-0.42,27.69
935.15,3.94,-2.34,-0.49,27.6
935.2,3.91,-2.29,-0.39,27.61
935.25,3.98,-2.34,-0.35,27.69
935.3,3.9,-2.47,-0.31,27.7
935.35,3.91,-2.54,-0.27,27.8
935.4,4.02,-2.44,-0.33,27.79
935.45,4.08,-2.42,-0.34,27.81
935.5,4.05,-2.5,-0.2,27.79
935.55,3.95,-2.52,-0.09,27.78
935.6,3.88,-2.44,-0.01,27.76
935.65,3.9,-2.43,0.11,27.73
935.7,3.93,-2.5,0.13,27.7
935.75,4,-2.61,0.09,27.69
935.8,3.97,-2.46,0.13,27.69
935.85,3.94,-2.29,0.03,27.7
935.9,3.8,-2.35,-0.1,27.7
935.95,3.69,-2.39,-0.21,27.7
936,3.74,-2.48,-0.34,27.68
936.05,3.84,-2.5,-0.42,27.69
936.1,3.98,-2.54,-0.45,27.68
936.15,3.92,-2.52,-0.4,27.72
936.2,3.87,-2.49,-0.39,27.7
936.25,3.78,-2.43,-0.39,27.69
936.3,3.71,-2.45,-0.32,27.69
936.35,3.8,-2.22,-0.31,27.7
936.4,3.91,-2.38,-0.35,27.68
936.45,3.78,-2.43,-0.25,27.71
936.5,3.63,-2.4,-0.24,27.7
936.55,3.69,-2.44,-0.37,27.74
936.6,3.77,-2.42,-0.37,27.83
936.65,3.83,-2.47,-0.08,27.82
936.7,3.76,-2.39,-0.13,27.83
936.75,3.88,-2.47,-0.4,27.7
936.8,3.88,-2.32,-0.38,27.67
936.85,4,-2.21,-0.46,27.76
936.9,3.99,-2.22,-0.55,27.66
936.95,3.94,-2.41,-0.69,27.56
937,3.86,-2.46,-0.7,27.55
937.05,3.9,-2.45,-0.7,27.55
937.1,3.91,-2.49,-0.77,27.56
937.15,3.86,-2.5,-0.81,27.55
937.2,3.86,-2.53,-0.7,27.56
937.25,3.84,-2.49,-0.77,27.57
937.3,3.92,-2.49,-0.83,27.56
937.35,3.91,-2.51,-0.84,27.57
937.4,3.99,-2.6,-0.83,27.56
937.45,3.91,-2.61,-0.75,27.56
937.5,3.91,-2.63,-0.7,27.56
937.55,3.95,-2.63,-0.53,27.56
937.6,3.95,-2.64,-0.53,27.55
937.65,3.97,-2.61,-0.51,27.55
937.7,4,-2.6,-0.49,27.55
937.75,3.98,-2.62,-0.49,27.54
937.8,4.04,-2.63,-0.54,27.55
937.85,3.99,-2.55,-0.43,27.54
937.9,3.96,-2.53,-0.46,27.55
937.95,3.94,-2.52,-0.44,27.54
938,3.94,-2.52,-0.42,27.54
938.05,3.96,-2.55,-0.43,27.54
938.1,3.98,-2.52,-0.43,27.54
938.15,4,-2.54,-0.48,27.56
938.2,4.07,-2.5,-0.46,27.55
938.25,4.24,-2.49,-0.58,27.55
938.3,4.23,-2.57,-0.54,27.55
938.35,4.25,-2.5,-0.51,27.56
